film.title,distributor.name,gross.box.o.weekend,adm.weekend,weekend.start,weekend.end
Dora and the Lost City of Gold,Samfilm,1513652,1294,2019-09-06,2019-09-08
Good Boys,Myndform,1415010,1036,2019-09-06,2019-09-08
Once Upon a Time in Hollywood,Sena,1320362,856,2019-09-06,2019-09-08
Angel Has Fallen,Samfilm,1260648,870,2019-09-06,2019-09-08
Angry Birds 2 Bíómyndin,Sena,1258580,1172,2019-09-06,2019-09-08
The Lion King (2019),Samfilm,1055483,982,2019-09-06,2019-09-08
Toy Story 4,Samfilm,834279,741,2019-09-06,2019-09-08
Héraðið,Sena,797400,490,2019-09-06,2019-09-08
The Secret Life of Pets 2,Myndform,177015,196,2019-09-06,2019-09-08
Fast & Furious: Hobbs & Shaw,Myndform,169890,118,2019-09-06,2019-09-08
Aladdin (2019),Samfilm,154180,138,2019-09-06,2019-09-08
KAF,Bíó Paradís,107000,70,2019-09-06,2019-09-08
The Man Who Killed Don Quixote,Myndform,73400,50,2019-09-06,2019-09-08
Spider-man: Far From Home (2019),Sena,47266,32,2019-09-06,2019-09-08
Scary Stories to Tell in the Dark,Myndform,44831,29,2019-09-06,2019-09-08
Wild Rose,Myndform,26600,18,2019-09-06,2019-09-08
Apollo 11,Bíó Paradís,15200,18,2019-09-06,2019-09-08
The Apparition (L'apparition),Bíó Paradís,14000,12,2019-09-06,2019-09-08
Once Upon a Time in Hollywood,Sena,2845158,1863,2019-08-30,2019-09-01
Angel Has Fallen,Samfilm,2834255,1936,2019-08-30,2019-09-01
Good Boys,Myndform,2573823,1777,2019-08-30,2019-09-01
Dora and the Lost City of Gold,Samfilm,2082413,1722,2019-08-30,2019-09-01
Héraðið,Sena,1341685,801,2019-08-30,2019-09-01
The Lion King (2019),Samfilm,1099021,928,2019-08-30,2019-09-01
Angry Birds 2 Bíómyndin,Sena,974273,907,2019-08-30,2019-09-01
Toy Story 4,Samfilm,574902,526,2019-08-30,2019-09-01
Fast & Furious: Hobbs & Shaw,Myndform,450580,320,2019-08-30,2019-09-01
Scary Stories to Tell in the Dark,Myndform,337728,227,2019-08-30,2019-09-01
The Secret Life of Pets 2,Myndform,202824,192,2019-08-30,2019-09-01
Blinded by the Light,Myndform,142330,95,2019-08-30,2019-09-01
Spider-man: Far From Home (2019),Sena,120943,87,2019-08-30,2019-09-01
The Man Who Killed Don Quixote,Myndform,118800,82,2019-08-30,2019-09-01
Aladdin (2019),Samfilm,117310,193,2019-08-30,2019-09-01
Anna,Samfilm,61690,71,2019-08-30,2019-09-01
Wild Rose,Myndform,59300,42,2019-08-30,2019-09-01
Apollo 11,Bíó Paradís,38000,33,2019-08-30,2019-09-01
The Apparition (L'apparition),Bíó Paradís,37600,34,2019-08-30,2019-09-01
Out Stealing Horses (Ut og stjæle hester),Bíó Paradís,14800,12,2019-08-30,2019-09-01
Mid90s,Myndform,10000,7,2019-08-30,2019-09-01
The Kitchen,Samfilm,8260,6,2019-08-30,2019-09-01
The Man Who Killed Hitler and Then The Bigfoot,Myndform,1600,1,2019-08-30,2019-09-01
Once Upon a Time in Hollywood,Sena,3674469,2477,2019-08-23,2019-08-25
Good Boys,Myndform,3059567,2234,2019-08-23,2019-08-25
Dora and the Lost City of Gold,Samfilm,2313866,1927,2019-08-23,2019-08-25
The Lion King (2019),Samfilm,1900983,1762,2019-08-23,2019-08-25
Héraðið,Sena,1801210,1106,2019-08-23,2019-08-25
Angry Birds 2 Bíómyndin,Sena,1423263,1353,2019-08-23,2019-08-25
Toy Story 4,Samfilm,752195,688,2019-08-23,2019-08-25
Fast & Furious: Hobbs & Shaw,Myndform,433760,334,2019-08-23,2019-08-25
Scary Stories to Tell in the Dark,Myndform,298052,213,2019-08-23,2019-08-25
Spider-man: Far From Home (2019),Sena,213812,149,2019-08-23,2019-08-25
The Secret Life of Pets 2,Myndform,195008,187,2019-08-23,2019-08-25
Aladdin (2019),Samfilm,70280,51,2019-08-23,2019-08-25
Apollo 11,Bíó Paradís,64800,49,2019-08-23,2019-08-25
Yesterday,Myndform,44280,32,2019-08-23,2019-08-25
Anna,Samfilm,42274,29,2019-08-23,2019-08-25
The Kitchen,Samfilm,35560,25,2019-08-23,2019-08-25
Wild Rose,Myndform,31700,21,2019-08-23,2019-08-25
Out Stealing Horses (Ut og stjæle hester),Bíó Paradís,22400,23,2019-08-23,2019-08-25
Mid90s,Myndform,9500,7,2019-08-23,2019-08-25
The Man Who Killed Hitler and Then The Bigfoot,Myndform,1600,1,2019-08-23,2019-08-25
Once Upon a Time in Hollywood,Sena,8500302,5653,2019-08-16,2019-08-18
The Lion King (2019),Samfilm,2751016,2228,2019-08-16,2019-08-18
Héraðið,Sena,2520627,1543,2019-08-16,2019-08-18
Angry Birds 2 Bíómyndin,Sena,1850971,1693,2019-08-16,2019-08-18
Fast & Furious: Hobbs & Shaw,Myndform,1568815,1101,2019-08-16,2019-08-18
Toy Story 4,Samfilm,955850,804,2019-08-16,2019-08-18
Scary Stories to Tell in the Dark,Myndform,559948,382,2019-08-16,2019-08-18
Spider-man: Far From Home (2019),Sena,426592,293,2019-08-16,2019-08-18
The Kitchen,Samfilm,233630,172,2019-08-16,2019-08-18
Anna,Samfilm,196160,135,2019-08-16,2019-08-18
The Secret Life of Pets 2,Myndform,178551,173,2019-08-16,2019-08-18
Aladdin (2019),Samfilm,152882,111,2019-08-16,2019-08-18
Yesterday,Myndform,114395,81,2019-08-16,2019-08-18
The Queen's Corgi,Myndform,62407,59,2019-08-16,2019-08-18
Rocketman,Samfilm,38530,27,2019-08-16,2019-08-18
The Man Who Killed Hitler and Then The Bigfoot,Myndform,26700,18,2019-08-16,2019-08-18
Wild Rose,Myndform,23900,17,2019-08-16,2019-08-18
Out Stealing Horses (Ut og stjæle hester),Bíó Paradís,11600,8,2019-08-16,2019-08-18
Mid90s,Myndform,10600,7,2019-08-16,2019-08-18
The Lion King (2019),Samfilm,4270176,3680,2019-08-09,2019-08-11
Fast & Furious: Hobbs & Shaw,Myndform,3379248,2334,2019-08-09,2019-08-11
Angry Birds 2 Bíómyndin,Sena,1784251,1592,2019-08-09,2019-08-11
Scary Stories to Tell in the Dark,Myndform,1390487,1033,2019-08-09,2019-08-11
Toy Story 4,Samfilm,822909,733,2019-08-09,2019-08-11
Spider-man: Far From Home (2019),Sena,642779,434,2019-08-09,2019-08-11
The Kitchen,Samfilm,487040,361,2019-08-09,2019-08-11
Anna,Samfilm,346416,233,2019-08-09,2019-08-11
Yesterday,Myndform,320295,233,2019-08-09,2019-08-11
Stuber,Sena,174347,113,2019-08-09,2019-08-11
The Secret Life of Pets 2,Myndform,156860,186,2019-08-09,2019-08-11
Aladdin (2019),Samfilm,147700,103,2019-08-09,2019-08-11
Rocketman,Samfilm,109080,80,2019-08-09,2019-08-11
The Queen's Corgi,Myndform,107731,93,2019-08-09,2019-08-11
Crawl,Samfilm,70120,45,2019-08-09,2019-08-11
Avengers : Endgame,Samfilm,62250,41,2019-08-09,2019-08-11
The Man Who Killed Hitler and Then The Bigfoot,Myndform,28200,20,2019-08-09,2019-08-11
Men in Black International (2019),Sena,20580,14,2019-08-09,2019-08-11
Mid90s,Myndform,20300,14,2019-08-09,2019-08-11
Out Stealing Horses (Ut og stjæle hester),Bíó Paradís,17600,24,2019-08-09,2019-08-11
Sons of Denmark (Danmarks sønner),Bíó Paradís,11200,10,2019-08-09,2019-08-11
The Lion King (2019),Samfilm,4195252,3472,2019-08-02,2019-08-04
Fast & Furious: Hobbs & Shaw,Myndform,4156326,2987,2019-08-02,2019-08-04
Spider-man: Far From Home (2019),Sena,784608,553,2019-08-02,2019-08-04
Toy Story 4,Samfilm,747082,628,2019-08-02,2019-08-04
Anna,Samfilm,408650,276,2019-08-02,2019-08-04
Yesterday,Myndform,218135,204,2019-08-02,2019-08-04
Aladdin (2019),Samfilm,213160,152,2019-08-02,2019-08-04
The Queen's Corgi,Myndform,184525,155,2019-08-02,2019-08-04
The Secret Life of Pets 2,Myndform,177655,191,2019-08-02,2019-08-04
Stuber,Sena,152505,106,2019-08-02,2019-08-04
Crawl,Samfilm,102480,70,2019-08-02,2019-08-04
Rocketman,Samfilm,83800,65,2019-08-02,2019-08-04
Men in Black International (2019),Sena,78463,60,2019-08-02,2019-08-04
The Man Who Killed Hitler and Then The Bigfoot,Myndform,48700,34,2019-08-02,2019-08-04
Avengers : Endgame,Samfilm,42600,27,2019-08-02,2019-08-04
Mid90s,Myndform,36100,25,2019-08-02,2019-08-04
Ladies in Black,Bíó Paradís,29200,27,2019-08-02,2019-08-04
Out Stealing Horses (Ut og stjæle hester),Bíó Paradís,19600,18,2019-08-02,2019-08-04
Sons of Denmark (Danmarks sønner),Bíó Paradís,8000,7,2019-08-02,2019-08-04
Summer 1993 (Estiu 1993 // Verano 1993),Bíó Paradís,1200,1,2019-08-02,2019-08-04
The Lion King (2019),Samfilm,10339879,8299,2019-07-26,2019-07-28
Spider-man: Far From Home (2019),Sena,1710375,1169,2019-07-26,2019-07-28
Toy Story 4,Samfilm,1354560,1177,2019-07-26,2019-07-28
Anna,Samfilm,1052182,735,2019-07-26,2019-07-28
Stuber,Sena,333582,249,2019-07-26,2019-07-28
Yesterday,Myndform,313331,228,2019-07-26,2019-07-28
Aladdin (2019),Samfilm,298832,221,2019-07-26,2019-07-28
The Queen's Corgi,Myndform,294218,264,2019-07-26,2019-07-28
Crawl,Samfilm,269470,189,2019-07-26,2019-07-28
The Secret Life of Pets 2,Myndform,210440,205,2019-07-26,2019-07-28
Annabelle Comes Home,Samfilm,153270,102,2019-07-26,2019-07-28
Rocketman,Samfilm,150710,98,2019-07-26,2019-07-28
Men in Black International (2019),Sena,140462,106,2019-07-26,2019-07-28
The Man Who Killed Hitler and Then The Bigfoot,Myndform,96800,69,2019-07-26,2019-07-28
Avengers : Endgame,Samfilm,87410,60,2019-07-26,2019-07-28
John Wick: Chapter 3 - Parabellum,Myndform,67200,43,2019-07-26,2019-07-28
Mid90s,Myndform,40000,28,2019-07-26,2019-07-28
Out Stealing Horses (Ut og stjæle hester),Bíó Paradís,30800,25,2019-07-26,2019-07-28
Sons of Denmark (Danmarks sønner),Bíó Paradís,24800,18,2019-07-26,2019-07-28
Summer 1993 (Estiu 1993 // Verano 1993),Bíó Paradís,5200,7,2019-07-26,2019-07-28
Long Shot,Samfilm,3100,2,2019-07-26,2019-07-28
The Lion King (2019),Samfilm,13836300,10628,2019-07-19,2019-07-21
Spider-man: Far From Home (2019),Sena,2105746,1503,2019-07-19,2019-07-21
Toy Story 4,Samfilm,994270,830,2019-07-19,2019-07-21
Stuber,Sena,506819,353,2019-07-19,2019-07-21
Crawl,Samfilm,379350,211,2019-07-19,2019-07-21
Yesterday,Myndform,272351,196,2019-07-19,2019-07-21
Annabelle Comes Home,Samfilm,206600,135,2019-07-19,2019-07-21
Aladdin (2019),Samfilm,200660,150,2019-07-19,2019-07-21
Men in Black International (2019),Sena,191112,140,2019-07-19,2019-07-21
Rocketman,Samfilm,149982,101,2019-07-19,2019-07-21
The Secret Life of Pets 2,Myndform,148000,158,2019-07-19,2019-07-21
The Queen's Corgi,Myndform,128355,124,2019-07-19,2019-07-21
Avengers : Endgame,Samfilm,62940,44,2019-07-19,2019-07-21
Long Shot,Samfilm,61460,46,2019-07-19,2019-07-21
John Wick: Chapter 3 - Parabellum,Myndform,46800,30,2019-07-19,2019-07-21
Spider-man: Far From Home (2019),Sena,5942990,4114,2019-07-12,2019-07-14
Toy Story 4,Samfilm,3763439,3108,2019-07-12,2019-07-14
Stuber,Sena,1485392,1041,2019-07-12,2019-07-14
Crawl,Samfilm,1046490,736,2019-07-12,2019-07-14
Yesterday,Myndform,897178,653,2019-07-12,2019-07-14
Aladdin (2019),Samfilm,734506,562,2019-07-12,2019-07-14
Annabelle Comes Home,Samfilm,650820,429,2019-07-12,2019-07-14
The Secret Life of Pets 2,Myndform,540087,489,2019-07-12,2019-07-14
The Queen's Corgi,Myndform,475381,440,2019-07-12,2019-07-14
Men in Black International (2019),Sena,401348,288,2019-07-12,2019-07-14
Rocketman,Samfilm,361250,250,2019-07-12,2019-07-14
Long Shot,Samfilm,221304,170,2019-07-12,2019-07-14
John Wick: Chapter 3 - Parabellum,Myndform,113200,74,2019-07-12,2019-07-14
Out Stealing Horses (Ut og stjæle hester),Bíó Paradís,104800,86,2019-07-12,2019-07-14
Wonder Park,Samfilm,91270,164,2019-07-12,2019-07-14
Avengers : Endgame,Samfilm,70460,47,2019-07-12,2019-07-14
X-men: Dark Phoenix (2019),Sena,66849,45,2019-07-12,2019-07-14
Maradona,Sena,33706,24,2019-07-12,2019-07-14
Three Identical Strangers,Bíó Paradís,33200,31,2019-07-12,2019-07-14
Sons of Denmark (Danmarks sønner),Bíó Paradís,24400,21,2019-07-12,2019-07-14
Summer 1993 (Estiu 1993 // Verano 1993),Bíó Paradís,22400,17,2019-07-12,2019-07-14
Spider-man: Far From Home (2019),Sena,9248784,6392,2019-07-05,2019-07-07
Toy Story 4,Samfilm,2138811,1833,2019-07-05,2019-07-07
Annabelle Comes Home,Samfilm,1171194,779,2019-07-05,2019-07-07
Yesterday,Myndform,917827,647,2019-07-05,2019-07-07
Aladdin (2019),Samfilm,356660,259,2019-07-05,2019-07-07
Men in Black International (2019),Sena,301140,206,2019-07-05,2019-07-07
Rocketman,Samfilm,216840,150,2019-07-05,2019-07-07
The Queen's Corgi,Myndform,174641,169,2019-07-05,2019-07-07
The Secret Life of Pets 2,Myndform,170795,162,2019-07-05,2019-07-07
Avengers : Endgame,Samfilm,134980,90,2019-07-05,2019-07-07
John Wick: Chapter 3 - Parabellum,Myndform,133400,86,2019-07-05,2019-07-07
Mid90s,Myndform,119900,82,2019-07-05,2019-07-07
Long Shot,Samfilm,113790,78,2019-07-05,2019-07-07
X-men: Dark Phoenix (2019),Sena,95556,71,2019-07-05,2019-07-07
Godzilla 2 : King of the Monsters,Samfilm,48410,33,2019-07-05,2019-07-07
Maradona,Sena,41695,30,2019-07-05,2019-07-07
Sons of Denmark (Danmarks sønner),Bíó Paradís,22000,17,2019-07-05,2019-07-07
Wonder Park,Samfilm,21440,31,2019-07-05,2019-07-07
Three Identical Strangers,Bíó Paradís,12400,11,2019-07-05,2019-07-07
Summer 1993 (Estiu 1993 // Verano 1993),Bíó Paradís,10400,8,2019-07-05,2019-07-07
Beautiful Boy,Myndform,4200,3,2019-07-05,2019-07-07
Toy Story 4,Samfilm,7898726,6725,2019-06-28,2019-06-30
Annabelle Come Home,Samfilm,3857484,2609,2019-06-28,2019-06-30
Yesterday,Myndform,2707574,1894,2019-06-28,2019-06-30
Men in Black International (2019),Sena,1266742,941,2019-06-28,2019-06-30
Aladdin (2019),Samfilm,978132,713,2019-06-28,2019-06-30
The Secret Life of Pets 2,Myndform,863683,853,2019-06-28,2019-06-30
Rocketman,Samfilm,681880,477,2019-06-28,2019-06-30
Long Shot,Samfilm,622810,464,2019-06-28,2019-06-30
John Wick: Chapter 3 - Parabellum,Myndform,386660,260,2019-06-28,2019-06-30
X-men: Dark Phoenix (2019),Sena,330526,250,2019-06-28,2019-06-30
Godzilla 2 : King of the Monsters,Samfilm,260676,184,2019-06-28,2019-06-30
Avengers : Endgame,Samfilm,181150,117,2019-06-28,2019-06-30
Maradona,Sena,159120,117,2019-06-28,2019-06-30
The Hustle,Myndform,69441,49,2019-06-28,2019-06-30
Pokémon Detective Pikachu,Samfilm,59930,47,2019-06-28,2019-06-30
Brightburn,Sena,58148,42,2019-06-28,2019-06-30
Beautiful Boy,Myndform,52400,36,2019-06-28,2019-06-30
Three Identical Strangers,Bíó Paradís,46400,40,2019-06-28,2019-06-30
Að sjá hið ósýnilega,Bíó Paradís,35200,24,2019-06-28,2019-06-30
Wonder Park,Samfilm,33110,31,2019-06-28,2019-06-30
Summer 1993 (Estiu 1993 / Verano 1993),Bíó Paradís,30000,32,2019-06-28,2019-06-30
BlacKkKlansman,Bíó Paradís,20000,16,2019-06-28,2019-06-30
Sons of Denmark (Danmarks sønner),Bíó Paradís,12000,13,2019-06-28,2019-06-30
UglyDolls,Myndform,11000,22,2019-06-28,2019-06-30
Lords of Chaos,Bíó Paradís,6000,4,2019-06-28,2019-06-30
Toy Story 4,Samfilm,6602501,5606,2019-06-21,2019-06-23
Men in Black International (2019),Sena,2097113,1501,2019-06-21,2019-06-23
Long Shot,Samfilm,906286,631,2019-06-21,2019-06-23
Aladdin (2019),Samfilm,900296,670,2019-06-21,2019-06-23
The Secret Life of Pets 2,Myndform,807368,789,2019-06-21,2019-06-23
Rocketman,Samfilm,768629,539,2019-06-21,2019-06-23
X-men: Dark Phoenix (2019),Sena,441774,314,2019-06-21,2019-06-23
John Wick: Chapter 3 - Parabellum,Myndform,369939,240,2019-06-21,2019-06-23
Godzilla 2 : King of the Monsters,Samfilm,230410,172,2019-06-21,2019-06-23
Maradona,Sena,186270,134,2019-06-21,2019-06-23
The Hustle,Myndform,93560,65,2019-06-21,2019-06-23
Avengers : Endgame,Samfilm,92300,59,2019-06-21,2019-06-23
Brightburn,Sena,71500,55,2019-06-21,2019-06-23
Pokémon Detective Pikachu,Samfilm,71242,57,2019-06-21,2019-06-23
Three Identical Strangers,Bíó Paradís,46800,55,2019-06-21,2019-06-23
Sons of Denmark (Danmarks sønner),Bíó Paradís,40000,37,2019-06-21,2019-06-23
UglyDolls,Myndform,26430,29,2019-06-21,2019-06-23
Að sjá hið ósýnilega,Bíó Paradís,16800,11,2019-06-21,2019-06-23
Wonder Park,Samfilm,16310,13,2019-06-21,2019-06-23
Beautiful Boy,Myndform,15100,10,2019-06-21,2019-06-23
Booksmart,Myndform,14405,9,2019-06-21,2019-06-23
The House That Jack Built,Bíó Paradís,12400,8,2019-06-21,2019-06-23
Lords of Chaos,Bíó Paradís,6400,4,2019-06-21,2019-06-23
Missing Link,Myndform,6325,6,2019-06-21,2019-06-23
BlacKkKlansman,Bíó Paradís,1600,3,2019-06-21,2019-06-23
Men in Black International (2019),Sena,3247078,2353,2019-06-14,2019-06-16
The Secret Life of Pets 2,Myndform,1553306,1428,2019-06-14,2019-06-16
Aladdin (2019),Samfilm,1380620,1076,2019-06-14,2019-06-16
Rocketman,Samfilm,1199868,816,2019-06-14,2019-06-16
X-men: Dark Phoenix (2019),Sena,903235,681,2019-06-14,2019-06-16
Godzilla 2 : King of the Monsters,Samfilm,653230,450,2019-06-14,2019-06-16
John Wick: Chapter 3 - Parabellum,Myndform,507930,335,2019-06-14,2019-06-16
Pokémon Detective Pikachu,Samfilm,207770,157,2019-06-14,2019-06-16
Avengers : Endgame,Samfilm,182970,133,2019-06-14,2019-06-16
The Hustle,Myndform,175382,131,2019-06-14,2019-06-16
Brightburn,Sena,79006,57,2019-06-14,2019-06-16
Wonder Park,Samfilm,43520,36,2019-06-14,2019-06-16
Booksmart,Myndform,40923,32,2019-06-14,2019-06-16
Beautiful Boy,Myndform,24600,18,2019-06-14,2019-06-16
Missing Link,Myndform,16718,14,2019-06-14,2019-06-16
BlacKkKlansman,Bíó Paradís,15200,13,2019-06-14,2019-06-16
Lords of Chaos,Bíó Paradís,12800,10,2019-06-14,2019-06-16
Sons of Denmark (Danmarks sønner),Bíó Paradís,11600,17,2019-06-14,2019-06-16
UglyDolls,Myndform,7565,9,2019-06-14,2019-06-16
The House That Jack Built,Bíó Paradís,6400,4,2019-06-14,2019-06-16
Asterix: The Secret of the Magic Potion,Myndform,6175,6,2019-06-14,2019-06-16
Að sjá hið ósýnilega,Bíó Paradís,3200,3,2019-06-14,2019-06-16
If Beale Street Could Talk,Bíó Paradís,0,2,2019-06-14,2019-06-16
X-men: Dark Phoenix (2019),Sena,2637743,1965,2019-06-07,2019-06-09
The Secret Life of Pets 2,Myndform,2519664,2509,2019-06-07,2019-06-09
Aladdin (2019),Samfilm,2025432,1502,2019-06-07,2019-06-09
Rocketman,Samfilm,1834843,1372,2019-06-07,2019-06-09
Godzilla 2 : King of the Monsters,Samfilm,1497259,1045,2019-06-07,2019-06-09
John Wick: Chapter 3 - Parabellum,Myndform,886250,667,2019-06-07,2019-06-09
Avengers : Endgame,Samfilm,242530,174,2019-06-07,2019-06-09
The Hustle,Myndform,241036,180,2019-06-07,2019-06-09
Pokémon Detective Pikachu,Samfilm,218330,172,2019-06-07,2019-06-09
Booksmart,Myndform,135504,92,2019-06-07,2019-06-09
Brightburn,Sena,129489,92,2019-06-07,2019-06-09
Wonder Park,Samfilm,54590,47,2019-06-07,2019-06-09
After,Samfilm,50320,36,2019-06-07,2019-06-09
UglyDolls,Myndform,39260,41,2019-06-07,2019-06-09
Eden,Sena,36730,22,2019-06-07,2019-06-09
Beautiful Boy,Myndform,33200,23,2019-06-07,2019-06-09
Lords of Chaos,Bíó Paradís,19200,15,2019-06-07,2019-06-09
Asterix: The Secret of the Magic Potion,Myndform,9965,12,2019-06-07,2019-06-09
If Beale Street Could Talk,Bíó Paradís,9600,11,2019-06-07,2019-06-09
BlacKkKlansman,Bíó Paradís,4400,8,2019-06-07,2019-06-09
Missing Link,Myndform,2935,3,2019-06-07,2019-06-09
The House That Jack Built,Bíó Paradís,2400,3,2019-06-07,2019-06-09
Að sjá hið ósýnilega,Bíó Paradís,1600,1,2019-06-07,2019-06-09
Aladdin (2019),Samfilm,5892063,4681,2019-05-24,2019-05-26
John Wick: Chapter 3 - Parabellum,Myndform,2183714,1483,2019-05-24,2019-05-26
Pokémon Detective Pikachu,Samfilm,1376325,1144,2019-05-24,2019-05-26
Avengers : Endgame,Samfilm,1060138,755,2019-05-24,2019-05-26
Brightburn,Sena,937305,658,2019-05-24,2019-05-26
The Hustle,Myndform,505239,346,2019-05-24,2019-05-26
UglyDolls,Myndform,416093,458,2019-05-24,2019-05-26
After,Samfilm,354232,251,2019-05-24,2019-05-26
Wonder Park,Samfilm,185800,175,2019-05-24,2019-05-26
Missing Link,Myndform,128055,122,2019-05-24,2019-05-26
Hellboy (2019),Samfilm,124470,84,2019-05-24,2019-05-26
Eden,Sena,110390,89,2019-05-24,2019-05-26
How to Train Your Dragon: The Hidden World,Myndform,49330,43,2019-05-24,2019-05-26
The House That Jack Built,Bíó Paradís,44000,34,2019-05-24,2019-05-26
BlacKkKlansman,Bíó Paradís,37600,34,2019-05-24,2019-05-26
If Beale Street Could Talk,Bíó Paradís,36800,32,2019-05-24,2019-05-26
Asterix: The Secret of the Magic Potion,Myndform,25500,51,2019-05-24,2019-05-26
Að sjá hið ósýnilega,Bíó Paradís,22400,17,2019-05-24,2019-05-26
Dumbo (2019),Samfilm,21430,16,2019-05-24,2019-05-26
Lords of Chaos,Bíó Paradís,20000,18,2019-05-24,2019-05-26
Yuli,Bíó Paradís,15200,10,2019-05-24,2019-05-26
Serial (Bad) Weddings 2,Myndform,12060,9,2019-05-24,2019-05-26
The Wild Pear Tree (Ahlat Agaci),Bíó Paradís,6000,5,2019-05-24,2019-05-26
John Wick: Chapter 3 - Parabellum,Myndform,3689841,2569,2019-05-17,2019-05-19
Pokémon Detective Pikachu,Samfilm,3225973,2579,2019-05-17,2019-05-19
Avengers : Endgame,Samfilm,2283632,1541,2019-05-17,2019-05-19
The Hustle,Myndform,1135485,822,2019-05-17,2019-05-19
After,Samfilm,1071072,751,2019-05-17,2019-05-19
UglyDolls,Myndform,704566,689,2019-05-17,2019-05-19
Hellboy (2019),Samfilm,419496,280,2019-05-17,2019-05-19
Wonder Park,Samfilm,327712,329,2019-05-17,2019-05-19
Eden,Sena,232235,135,2019-05-17,2019-05-19
Dumbo (2019),Samfilm,220590,278,2019-05-17,2019-05-19
Missing Link,Myndform,162446,150,2019-05-17,2019-05-19
Polaroid,Sena,141857,95,2019-05-17,2019-05-19
Shazam!,Samfilm,93070,100,2019-05-17,2019-05-19
The Curse of La Llorona,Samfilm,89780,124,2019-05-17,2019-05-19
BlacKkKlansman,Bíó Paradís,54800,50,2019-05-17,2019-05-19
Serial (Bad) Weddings 2,Myndform,50620,48,2019-05-17,2019-05-19
